Project County,Project City,Gas Utility,Electric Utility,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Location_1_latitude,Location_1_Longitude,Project Completion Year,Project Completion Month,Project Completion Day,Age of Home
Oneida,Utica,National Grid,National Grid,6065.0,Natural Gas,1952,1344,1,Home Performance,Single Family,Building Shell,368.0,47.0,6.16541785423142,0,43.09528,-75.22754,2019,4,18,67
Warren,Stony Creek,National Grid,National Grid,4071.0,Propane,1976,1296,1,Home Performance,Single Family,Building Shell,0.0,16.0,5.929589143389895,0,43.423295,-73.92676,2018,9,24,42
Erie,Buffalo,National Fuel Gas Distribution,National Grid,3406.0,Natural Gas,1911,912,1,Home Performance,Single Family,Heating and Cooling,0.0,36.0,5.594711379601839,0,42.9366,-78.83923,2019,4,18,108
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1378.0,Electric,1991,1168,1,Home Performance,Single Family,Building Shell,0.0,7.0,4.219507705176107,0,43.119885,-77.61982,2019,1,15,28
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,5405.0,Natural Gas,1943,1344,1,Home Performance,Single Family,Building Shell,510.0,40.0,6.1224928095143865,0,43.13596,-77.64898,2018,4,6,75
Oneida,Rome,National Grid,National Grid,5923.0,Natural Gas,1996,910,1,Home Performance,Single Family,Building Shell,443.0,45.0,7.0707241072602764,0,43.21118,-75.458425,2018,10,21,22
Clinton,Mooers Forks,New York State Electric & Gas,New York State Electric & Gas,3626.0,Kerosene,1992,924,1,Home Performance,Single Family,Building Shell,2224.0,8.0,6.030685260261263,0,44.9569915,-73.6406406,2019,5,31,27
Seneca,Seneca Falls,New York State Electric & Gas,New York State Electric & Gas,4995.0,Natural Gas,1986,1113,1,Home Performance,Single Family,Building Shell,301.0,25.0,5.69035945432406,0,42.91278,-76.795365,2018,9,4,32
Erie,Buffalo,National Fuel Gas Distribution,New York State Electric & Gas,2580.0,Natural Gas,1983,1680,1,Home Performance,Mobile,Building Shell,368.0,1.0,3.912023005428146,0,42.923575,-78.77879,2019,5,15,36
Erie,Depew,National Fuel Gas Distribution,New York State Electric & Gas,549.0,Natural Gas,1978,800,1,Home Performance,Mobile,Building Shell,301.0,1.0,3.8918202981106265,0,42.90153,-78.693005,2018,11,6,40
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,616.0,Other,1923,957,1,Home Performance,Single Family,Building Shell,510.0,0.0,3.951243718581427,0,43.20713,-77.600505,2019,4,25,96
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1959.0,Natural Gas,1949,1993,1,Home Performance,Single Family,Building Shell,0.0,8.0,4.204692619390966,0,43.165865,-77.56504,2019,6,13,70
Oneida,Utica,National Grid,National Grid,5185.0,Natural Gas,1972,924,1,Home Performance,Mobile,Building Shell,0.0,30.0,5.605802066295998,0,43.1010822,-75.2472726,2019,4,18,47
Oneida,Utica,National Grid,National Grid,4743.0,Natural Gas,1966,2088,1,Home Performance,Single Family,Building Shell,3519.0,44.0,6.246106765481563,0,43.1010822,-75.2472726,2018,3,28,52
Oneida,Utica,National Grid,National Grid,6892.0,Oil,1926,2224,1,Home Performance,Single Family,Building Shell,368.0,29.0,6.415096959171596,0,43.1010822,-75.2472726,2018,3,20,92
Bronx,Bronx,National Grid,Consolidated Edison,549.0,Natural Gas,1930,1126,1,Electric Reduction,Single Family,Building Shell,510.0,2.0,4.77912349311153,0,40.874915,-73.867125,2018,10,22,88
Oneida,Woodgate,National Grid,National Grid,6162.0,Oil,1990,960,1,Home Performance,Single Family,Building Shell,368.0,24.0,6.508769136971682,0,43.5382941,-75.1450255,2018,5,1,28
Ontario,Canandaigua,New York State Electric & Gas,Rochester Gas & Electric,5223.0,Natural Gas,1913,1092,1,Home Performance,Single Family,Building Shell,510.0,37.0,6.095824562432225,0,42.885965,-77.27875,2018,10,11,105
Oneida,Rome,National Grid,National Grid,6253.0,Oil,1995,1248,1,Home Performance,Single Family,Building Shell,1742.0,19.0,6.569481420414296,0,43.21118,-75.458425,2019,6,28,24
Oneida,Rome,National Grid,National Grid,4931.0,Natural Gas,1994,1698,1,Home Performance,Mobile,Building Shell,510.0,36.0,5.983936280687191,0,43.21118,-75.458425,2018,9,4,24
Steuben,Cohocton,National Fuel Gas Distribution,New York State Electric & Gas,10568.0,Oil,1989,1640,1,Home Performance,Mobile,Building Shell,0.0,40.0,7.080026499922591,0,42.4986438,-77.5002615,2019,7,19,30
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1252.0,Natural Gas,1913,1440,1,Home Performance,Single Family,Building Shell,343.0,21.0,5.517452896464707,0,43.15242,-77.6379,2018,10,21,105
Onondaga,Liverpool,National Grid,National Grid,2496.0,Natural Gas,1953,800,1,Home Performance,Single Family,Building Shell,510.0,17.0,5.41610040220442,0,43.1058023,-76.2025329,2018,3,9,65
Erie,Buffalo,National Fuel Gas Distribution,National Grid,2138.0,Natural Gas,1933,1984,1,Home Performance,Single Family,Heating and Cooling,0.0,18.0,5.153291594497779,0,42.9152,-78.89393,2018,11,9,85
Albany,Altamont,National Grid,National Grid,7602.0,Oil,1958,875,1,Home Performance,Single Family,Building Shell,4343.0,-9.0,6.999422467507961,0,42.705865,-74.035985,2018,6,5,60
Oneida,Remsen,National Grid,National Grid,5436.0,Oil,1979,800,1,Home Performance,Mobile,Building Shell,0.0,10.0,5.214935757608986,0,43.3244276,-75.1890252,2019,7,26,40
Bronx,The Bronx,Consolidated Edison,Consolidated Edison,433.0,Natural Gas,1975,817,1,Electric Reduction,Single Family,Building Shell,368.0,0.0,4.465908118654584,0,40.84058,-73.883295,2019,8,5,44
Nassau,Westbury,Consolidated Edison,Consolidated Edison,6224.0,Oil,1962,1518,1,Home Performance,Single Family,Building Shell,1058.0,31.0,6.403574197934815,0,40.76066,-73.585285,2018,4,10,56
Oneida,Yorkville,National Grid,National Grid,4123.0,Natural Gas,1950,800,1,Home Performance,Single Family,Building Shell,426.0,29.0,5.780743515792329,0,43.11215,-75.274725,2018,5,29,68
Chautauqua,Jamestown,National Fuel Gas Distribution,National Grid,4808.0,Natural Gas,1933,1776,1,Home Performance,Single Family,Building Shell,0.0,44.0,6.0473721790462776,0,42.099115,-79.238355,2018,6,18,85
Queens,Queens,National Grid,Consolidated Edison,5097.0,Natural Gas,1933,2808,1,Home Performance,Single Family,Building Shell,510.0,45.0,6.561030665896573,0,40.717165,-73.84078,2018,5,1,85
Rensselaer,Stephentown,New York State Electric & Gas,New York State Electric & Gas,7019.0,Propane,1957,1856,1,Home Performance,Single Family,Building Shell,0.0,16.0,6.161207321695077,0,42.5497258,-73.3733957,2018,9,4,61
Herkimer,Ilion,New York State Electric & Gas,Municipal,5567.0,Natural Gas,1945,1256,1,Home Performance,Single Family,Building Shell,0.0,41.0,5.926926025970411,0,43.014355,-75.043565,2018,2,12,73
Queens,Queens,National Grid,Consolidated Edison,4425.0,Natural Gas,1953,1680,1,Home Performance,Single Family,Building Shell,510.0,30.0,6.222576268071369,0,40.72665,-73.895395,2018,11,20,65
Erie,Buffalo,National Fuel Gas Distribution,National Grid,5377.0,Natural Gas,1953,1136,1,Home Performance,Single Family,Building Shell,1041.0,49.0,6.42648845745769,0,42.8753602,-78.8019756,2018,9,13,65
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,2857.0,Natural Gas,1947,2220,1,Home Performance,Single Family,Building Shell,410.0,11.0,5.062595033026967,0,43.20713,-77.600505,2018,4,24,71
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4410.0,Natural Gas,1957,1666,1,Home Performance,Single Family,Building Shell,510.0,22.0,5.602118820879701,0,43.16463,-77.64152,2018,1,4,61
Ulster,Bearsville,Central Hudson Gas & Electric,Central Hudson Gas & Electric,7012.0,Oil,1975,2688,1,Home Performance,Single Family,Building Shell,426.0,30.0,6.401917196727186,0,42.0420371,-74.1596501,2018,10,1,43
Erie,Elma,National Fuel Gas Distribution,New York State Electric & Gas,13121.0,Natural Gas,1966,1377,1,Home Performance,Single Family,Building Shell,810.0,120.0,7.1459844677143876,0,42.831965,-78.69242,2019,8,9,53
Chemung,Pine City,New York State Electric & Gas,New York State Electric & Gas,4679.0,Natural Gas,1963,1456,1,Home Performance,Single Family,Building Shell,2015.0,16.0,5.755742213586912,0,42.0534293,-76.8263099,2019,7,19,56
Erie,Buffalo,National Fuel Gas Distribution,National Grid,1612.0,Natural Gas,1941,1500,1,Home Performance,Single Family,Building Shell,510.0,4.0,4.6913478822291435,0,42.9152,-78.89393,2018,7,26,77
Oneida,Rome,National Grid,National Grid,3919.0,Natural Gas,1959,1200,1,Home Performance,Single Family,Building Shell,510.0,40.0,6.07073772800249,0,43.21118,-75.458425,2018,11,2,59
Dutchess,Wappingers Falls,Central Hudson Gas & Electric,Central Hudson Gas & Electric,10039.0,Propane,1990,1296,1,Home Performance,Mobile,Building Shell,595.0,39.0,6.92951677076365,0,41.597195,-73.915605,2019,7,2,29
Queens,Queens,National Grid,Consolidated Edison,682.0,Natural Gas,1938,2480,1,Home Performance,Single Family,Building Shell,510.0,5.0,5.214935757608986,0,40.692835,-73.75811,2018,10,24,80
Schuyler,Watkins Glen,New York State Electric & Gas,New York State Electric & Gas,5893.0,Oil,1975,800,1,Home Performance,Mobile,Building Shell,410.0,42.0,6.994849985833071,0,42.378765,-76.87248,2019,1,28,44
Monroe,Churchville,Rochester Gas & Electric,National Grid,3648.0,Natural Gas,1961,834,1,Home Performance,Single Family,Building Shell,460.0,14.0,5.087596335232384,0,43.10182,-77.88467,2019,7,15,58
Bronx,The Bronx,Consolidated Edison,Consolidated Edison,588.0,Natural Gas,1920,800,1,Electric Reduction,Single Family,Building Shell,426.0,1.0,4.727387818712341,0,40.882775,-73.90477,2019,5,31,99
Oneida,Boonville,National Grid,Municipal,3625.0,Oil,1954,1254,1,Home Performance,Single Family,Building Shell,494.0,18.0,5.996452088619021,0,43.48398,-75.335415,2019,2,11,65
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,5478.0,Oil,1967,1296,1,Home Performance,Single Family,Building Shell,0.0,35.0,6.453624998892692,0,42.111085,-75.8867,2018,1,12,51
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,2340.0,Natural Gas,1921,1735,1,Home Performance,Single Family,Building Shell,1325.0,5.0,5.278114659230517,0,43.16379,-77.62659,2018,12,10,97
Oswego,Altmar,National Grid,National Grid,7160.0,Propane,1986,980,1,Home Performance,Mobile,Building Shell,510.0,24.0,6.499787040655854,0,43.5068038,-76.0016306,2019,3,21,33
Onondaga,Syracuse,National Grid,National Grid,4201.0,Natural Gas,1961,1574,1,Home Performance,Single Family,Building Shell,301.0,48.0,6.16541785423142,0,43.0257179,-76.1480025,2019,1,15,58
Jefferson,Watertown,National Grid,National Grid,6508.0,Natural Gas,1942,1380,1,Home Performance,Single Family,Building Shell,510.0,93.0,6.821107472256465,0,43.9757948,-75.9049969,2018,4,27,76
Suffolk,East Islip,National Grid,Long Island Power Authority,6472.0,Oil,1961,2017,1,Home Performance,Single Family,Building Shell,460.0,27.0,6.748759547491679,0,40.73475,-73.19149,2018,10,16,57
Madison,Oneida,National Grid,National Grid,4273.0,Natural Gas,1909,2700,1,Home Performance,Single Family,Building Shell,510.0,23.0,5.634789603169249,0,43.092965,-75.652545,2018,4,6,109
Bronx,Bronx,Consolidated Edison,Consolidated Edison,355.0,Natural Gas,1910,952,1,Electric Reduction,Single Family,Building Shell,54.0,2.0,3.5553480614894135,0,40.831875,-73.909855,2019,5,31,109
Cayuga,Martville,Rochester Gas & Electric,Rochester Gas & Electric,6138.0,Propane,1989,960,1,Home Performance,Mobile,Building Shell,510.0,30.0,6.740519359606223,0,43.277376,-76.630744,2018,9,17,29
Ulster,Bearsville,Central Hudson Gas & Electric,Central Hudson Gas & Electric,4834.0,Oil,1937,1680,1,Home Performance,Single Family,Building Shell,1022.0,23.0,6.324358962381311,0,42.0420371,-74.1596501,2019,7,11,82
Onondaga,Syracuse,National Grid,National Grid,5328.0,Natural Gas,1947,1200,1,Home Performance,Single Family,Building Shell,910.0,63.0,6.556778356158042,0,43.046885,-76.134545,2019,5,6,72
Kings,Brooklyn,National Grid,Consolidated Edison,3902.0,Natural Gas,1943,1880,1,Home Performance,Single Family,Building Shell,0.0,37.0,6.218600119691729,0,40.650265,-73.927795,2018,9,24,75
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,3866.0,Natural Gas,1954,1324,1,Home Performance,Single Family,Building Shell,510.0,27.0,5.783825182329737,0,43.165865,-77.56504,2018,1,12,64
Kings,Brooklyn,National Grid,Consolidated Edison,6767.0,Natural Gas,1933,1728,1,Home Performance,Single Family,Building Shell,510.0,43.0,6.680854678790215,0,40.58454,-73.95996,2018,7,13,85
Steuben,Wayland,National Fuel Gas Distribution,New York State Electric & Gas,3839.0,Other,1949,1292,1,Home Performance,Single Family,Building Shell,0.0,14.0,5.3706380281276624,0,42.566045,-77.593625,2019,5,23,70
Westchester,Mt Vernon,Consolidated Edison,Consolidated Edison,775.0,Oil,1903,1400,1,Home Performance,Single Family,Building Shell,968.0,1.0,5.236441962829949,0,40.91064,-73.837705,2018,5,3,115
Onondaga,Syracuse,National Grid,National Grid,5173.0,Natural Gas,1967,1748,1,Home Performance,Single Family,Building Shell,510.0,36.0,5.66988092298052,0,43.073475,-76.11265,2019,4,22,52
Erie,Buffalo,National Fuel Gas Distribution,New York State Electric & Gas,2738.0,Natural Gas,1978,800,1,Home Performance,Mobile,Building Shell,208.0,21.0,5.41610040220442,0,42.8872,-78.754585,2018,5,22,40
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,3518.0,Natural Gas,1966,880,1,Home Performance,Single Family,Building Shell,158.0,24.0,5.552959584921617,0,43.21119,-77.696605,2018,7,6,52
Queens,Queens,Consolidated Edison,Consolidated Edison,584.0,Natural Gas,2017,800,1,Electric Reduction,Single Family,Building Shell,679.0,1.0,5.075173815233827,0,40.75074,-73.823235,2019,7,8,2
Broome,Endicott,New York State Electric & Gas,New York State Electric & Gas,2082.0,Natural Gas,1981,840,1,Home Performance,Single Family,Building Shell,510.0,4.0,4.553876891600541,0,42.110115,-76.032545,2018,3,23,37
Chautauqua,Dunkirk,National Fuel Gas Distribution,National Grid,3108.0,Natural Gas,1953,2824,1,Home Performance,Single Family,Building Shell,510.0,8.0,4.976733742420574,0,42.483225,-79.33407,2019,2,15,66
Rensselaer,Johnsonville,National Grid,National Grid,4979.0,Kerosene,1978,910,1,Home Performance,Mobile,Building Shell,477.0,21.0,6.102558594613569,0,42.9106718,-73.5146804,2019,8,2,41
Niagara,Lewiston,National Fuel Gas Distribution,National Grid,4582.0,Natural Gas,1958,1372,1,Home Performance,Single Family,Building Shell,208.0,36.0,5.937536205082426,0,43.17485,-79.03758,2019,2,21,61
Queens,Queens,National Grid,Consolidated Edison,8921.0,Natural Gas,1951,2154,1,Home Performance,Single Family,Building Shell,0.0,59.0,6.507277712385012,0,40.67632,-73.84231,2019,6,3,68
Onondaga,Syracuse,National Grid,National Grid,4058.0,Natural Gas,1966,1152,1,Home Performance,Single Family,Building Shell,510.0,36.0,6.0014148779611505,0,43.0650476,-76.1505831,2018,10,8,52
Erie,Buffalo,National Fuel Gas Distribution,National Grid,4646.0,Natural Gas,1958,1862,1,Home Performance,Single Family,Building Shell,610.0,16.0,5.4638318050256105,0,42.951555,-78.86765,2018,7,23,60
Kings,Brooklyn,National Grid,Consolidated Edison,1068.0,Natural Gas,1970,1300,1,Electric Reduction,Single Family,Building Shell,777.0,1.0,5.0369526024136295,0,40.660715,-73.915265,2019,1,17,49
Queens,Queens,Consolidated Edison,Consolidated Edison,4149.0,Natural Gas,1970,1925,1,Home Performance,Single Family,Building Shell,848.0,28.0,6.437751649736401,0,40.75074,-73.823235,2018,10,4,48
Monroe,Webster,Rochester Gas & Electric,Rochester Gas & Electric,1730.0,Natural Gas,1935,1440,1,Home Performance,Single Family,Building Shell,443.0,7.0,4.6443908991413725,0,43.2141056,-77.4345478,2019,4,16,84
Oneida,New Hartford,National Grid,National Grid,6930.0,Natural Gas,1938,1208,1,Home Performance,Single Family,Building Shell,368.0,36.0,5.820082930352362,0,43.0684,-75.28726,2019,7,2,81
Otsego,Oneonta,New York State Electric & Gas,New York State Electric & Gas,6391.0,Natural Gas,1921,2264,1,Home Performance,Single Family,Building Shell,894.0,59.0,6.56244409369372,0,42.45785,-75.061825,2018,9,11,97
Bronx,Bronx,National Grid,Consolidated Edison,559.0,Natural Gas,1955,976,1,Electric Reduction,Single Family,Building Shell,426.0,0.0,4.406719247264253,0,40.8529492,-73.9110908,2018,6,28,63
Oneida,Utica,National Grid,National Grid,4977.0,Natural Gas,1935,1232,1,Home Performance,Single Family,Building Shell,158.0,31.0,5.616771097666572,0,43.1010822,-75.2472726,2019,7,2,84
Chautauqua,Sinclairville,National Fuel Gas Distribution,National Grid,2196.0,Propane,1862,2080,1,Home Performance,Single Family,Building Shell,393.0,27.0,6.706862336602747,0,42.2634879,-79.2605037,2018,11,9,156
Erie,Buffalo,National Fuel Gas Distribution,National Grid,1297.0,Natural Gas,1945,1560,1,Home Performance,Single Family,Building Shell,0.0,3.0,3.1780538303479458,0,42.90832,-78.83677,2019,5,21,74
Bronx,Bronx,National Grid,Consolidated Edison,421.0,Natural Gas,1973,800,1,Electric Reduction,Single Family,Building Shell,393.0,1.0,4.382026634673881,0,40.874915,-73.867125,2018,3,2,45
Oneida,Rome,National Grid,National Grid,4249.0,Natural Gas,1971,1325,1,Home Performance,Single Family,Building Shell,0.0,17.0,4.969813299576001,0,43.21118,-75.458425,2019,7,8,48
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4653.0,Natural Gas,1941,884,1,Home Performance,Single Family,Building Shell,510.0,56.0,6.415096959171596,0,43.16379,-77.62659,2019,3,18,78
Queens,South Ozone Park,National Grid,Consolidated Edison,3105.0,Natural Gas,1941,966,1,Home Performance,Single Family,Building Shell,518.0,28.0,6.115892125483034,0,40.67144,-73.81526,2018,6,25,77
Oneida,Utica,National Grid,National Grid,6641.0,Natural Gas,1912,2879,1,Home Performance,Single Family,Building Shell,0.0,78.0,6.467698726104354,0,43.09528,-75.22754,2019,7,8,107
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1548.0,Natural Gas,1954,896,1,Home Performance,Single Family,Building Shell,301.0,9.0,4.820281565605037,0,43.165865,-77.56504,2018,5,11,64
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1460.0,Natural Gas,1944,1442,1,Home Performance,Single Family,Building Shell,0.0,7.0,4.31748811353631,0,43.1983016,-77.6344761,2018,3,30,74
Queens,Oakland Gardens,Consolidated Edison,Consolidated Edison,5916.0,Natural Gas,1927,3382,1,Home Performance,Single Family,Building Shell,1354.0,48.0,6.961296045910167,0,40.74734,-73.76031,2018,1,19,91
Jefferson,Alexandria Bay,National Grid,National Grid,8583.0,Oil,1988,1962,1,Home Performance,Single Family,Building Shell,510.0,36.0,6.586171654854675,0,44.3348099,-75.9138143,2018,2,2,30
Bronx,Bronx,Consolidated Edison,Consolidated Edison,3532.0,Oil,1942,3398,1,Home Performance,Single Family,Building Shell,510.0,16.0,6.082218910376446,0,40.860615,-73.889285,2018,12,10,76
Monroe,Webster,Rochester Gas & Electric,Rochester Gas & Electric,3104.0,Natural Gas,1964,2706,1,Home Performance,Single Family,Building Shell,477.0,16.0,5.3612921657094255,0,43.2141056,-77.4345478,2019,5,31,55
Cortland,Mcgraw,National Grid,National Grid,6186.0,Electric,1961,1843,1,Home Performance,Single Family,Building Shell,3437.0,218.0,7.926963544862979,0,42.595241,-76.096378,2018,12,3,57
Erie,Buffalo,National Fuel Gas Distribution,New York State Electric & Gas,3832.0,Natural Gas,1961,2000,1,Home Performance,Single Family,Building Shell,0.0,36.0,5.857933154483459,0,42.8937408,-78.83448,2018,5,1,57
Oneida,New York Mills,National Grid,National Grid,8303.0,Natural Gas,1953,1421,1,Home Performance,Single Family,Building Shell,902.0,74.0,6.684611727667927,0,43.102895,-75.29077,2019,5,15,66
New York,New York,National Grid,Consolidated Edison,466.0,Natural Gas,1917,1010,1,Electric Reduction,Single Family,Building Shell,343.0,2.0,4.634728988229636,0,40.86702,-73.919915,2019,5,28,102
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4578.0,Natural Gas,1936,1320,1,Home Performance,Single Family,Building Shell,510.0,28.0,5.823045895483019,0,43.22041,-77.64325,2018,7,9,82
Queens,Queens,National Grid,Consolidated Edison,5952.0,Natural Gas,1961,2400,1,Home Performance,Single Family,Building Shell,510.0,57.0,6.963189985870238,0,40.763165,-73.912275,2019,5,8,58
Suffolk,Mastic,National Grid,Long Island Power Authority,5393.0,Oil,1981,2216,1,Home Performance,Single Family,Building Shell,0.0,11.0,5.4510384535657,0,40.803795,-72.844325,2018,9,5,37
Livingston,Avon,Rochester Gas & Electric,National Grid,4917.0,Propane,2001,1040,1,Home Performance,Mobile,Building Shell,0.0,16.0,6.115892125483034,0,42.9137304,-77.7434458,2018,4,13,17
Bronx,The Bronx,Consolidated Edison,Consolidated Edison,417.0,Natural Gas,1952,800,1,Electric Reduction,Single Family,Building Shell,301.0,0.0,4.276666119016055,0,40.892595,-73.85024,2019,7,15,67
Erie,Buffalo,National Fuel Gas Distribution,National Grid,576.0,Natural Gas,1931,825,1,Home Performance,Single Family,Heating and Cooling,208.0,5.0,4.31748811353631,0,42.93241,-78.80886,2018,12,3,87
Oneida,Whitesboro,National Grid,National Grid,1202.0,Natural Gas,1991,891,1,Home Performance,Single Family,Building Shell,107.0,3.0,3.713572066704308,0,43.120445,-75.29465,2019,4,29,28
Jefferson,Watertown,National Grid,National Grid,7859.0,Natural Gas,1921,1662,1,Home Performance,Single Family,Building Shell,510.0,39.0,6.063785208687608,0,43.9757948,-75.9049969,2019,1,2,98
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,2298.0,Natural Gas,1941,1296,1,Home Performance,Single Family,Building Shell,443.0,12.0,5.1647859739235145,0,42.1013048,-75.9083125,2018,12,4,77
Otsego,Milford,New York State Electric & Gas,New York State Electric & Gas,5869.0,Kerosene,1983,1352,1,Home Performance,Mobile,Building Shell,401.0,29.0,6.507277712385012,0,42.5907106,-74.9459475,2018,10,21,35
Kings,Brooklyn,National Grid,Consolidated Edison,4146.0,Oil,1976,1470,1,Home Performance,Single Family,Building Shell,510.0,38.0,6.401917196727186,0,40.61463,-73.923985,2018,2,16,42
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,5525.0,Natural Gas,1956,2241,1,Home Performance,Single Family,Building Shell,510.0,36.0,6.0330862217988015,0,43.181935,-77.60976,2019,4,4,63
Queens,Queens,National Grid,Consolidated Edison,3728.0,Natural Gas,1940,1560,1,Home Performance,Single Family,Building Shell,510.0,32.0,6.156978985585555,0,40.675365,-73.75155,2019,6,11,79
Otsego,Oneonta,New York State Electric & Gas,New York State Electric & Gas,830.0,Natural Gas,1996,1344,1,Home Performance,Mobile,Building Shell,510.0,7.0,5.501258210544727,0,42.45785,-75.061825,2019,5,15,23
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1094.0,Natural Gas,1941,1135,1,Home Performance,Single Family,Building Shell,764.0,3.0,4.6913478822291435,0,43.13596,-77.64898,2019,2,15,78
Erie,Buffalo,National Fuel Gas Distribution,National Grid,2094.0,Natural Gas,1946,1113,1,Home Performance,Single Family,Building Shell,650.0,5.0,4.663439094112067,0,42.93241,-78.80886,2019,6,3,73
Erie,Buffalo,National Fuel Gas Distribution,National Grid,4089.0,Natural Gas,1942,936,1,Home Performance,Single Family,Building Shell,301.0,31.0,5.84354441703136,0,42.93241,-78.80886,2018,2,8,76
Erie,Buffalo,National Fuel Gas Distribution,National Grid,5670.0,Natural Gas,1937,1313,1,Home Performance,Single Family,Building Shell,510.0,50.0,6.3080984415095305,0,42.93241,-78.80886,2018,9,20,81
Ontario,Canandaigua,New York State Electric & Gas,Rochester Gas & Electric,7196.0,Natural Gas,2004,1456,1,Home Performance,Single Family,Building Shell,343.0,27.0,5.6937321388027,0,42.885965,-77.27875,2019,6,21,15
Herkimer,Frankfort,National Grid,National Grid,5779.0,Natural Gas,2006,924,1,Home Performance,Mobile,Building Shell,510.0,28.0,5.659482215759621,0,43.033565,-75.068965,2019,7,15,13
New York,New York,Consolidated Edison,Consolidated Edison,685.0,Natural Gas,1996,800,1,Electric Reduction,Single Family,Building Shell,510.0,0.0,4.584967478670572,0,40.716475,-73.98845,2018,5,4,22
Clinton,Morrisonville,New York State Electric & Gas,New York State Electric & Gas,4229.0,Oil,1964,1035,1,Home Performance,Single Family,Building Shell,510.0,17.0,5.7899601708972535,0,44.6941568,-73.5638682,2018,2,2,54
Herkimer,Frankfort,National Grid,National Grid,489.0,Natural Gas,1941,952,1,Home Performance,Single Family,Building Shell,510.0,1.0,4.356708826689592,0,43.033565,-75.068965,2018,3,9,77
Putnam,Carmel Hamlet,New York State Electric & Gas,New York State Electric & Gas,6535.0,Oil,1939,1043,1,Home Performance,Single Family,Building Shell,54.0,19.0,6.171700597410915,0,41.458999,-73.6569491,2018,5,11,79
Rockland,Spring Valley,Orange & Rockland,Orange & Rockland,6438.0,Natural Gas,1973,2200,1,Home Performance,Single Family,Building Shell,0.0,33.0,6.150602768446279,0,41.1106286,-74.0448266,2019,2,28,46
Oneida,Waterville,New York State Electric & Gas,New York State Electric & Gas,7197.0,Natural Gas,1803,1556,1,Home Performance,Single Family,Building Shell,494.0,37.0,6.016157159698354,0,42.931105,-75.3785,2018,11,9,215
Bronx,Bronx,National Grid,Consolidated Edison,511.0,Natural Gas,1983,1131,1,Electric Reduction,Single Family,Building Shell,510.0,1.0,4.663439094112067,0,40.865445,-73.90126,2019,2,5,36
Queens,Queens,National Grid,Consolidated Edison,4095.0,Natural Gas,1981,1168,1,Home Performance,Single Family,Building Shell,1179.0,20.0,6.175867270105761,0,40.72351,-73.73798,2019,2,21,38
Niagara,Niagara Falls,National Fuel Gas Distribution,National Grid,7452.0,Natural Gas,1938,1637,1,Home Performance,Single Family,Building Shell,510.0,51.0,6.056784013228625,0,43.108065,-79.049,2019,7,19,81
Ontario,Geneva,New York State Electric & Gas,New York State Electric & Gas,5592.0,Natural Gas,1909,840,1,Home Performance,Single Family,Building Shell,410.0,28.0,5.8289456176102075,0,42.87351,-76.983615,2018,4,27,109
Bronx,Bronx,National Grid,Consolidated Edison,1032.0,Natural Gas,1956,987,1,Electric Reduction,Single Family,Building Shell,734.0,1.0,4.983606621708336,0,40.830565,-73.872895,2018,8,30,62
Erie,Buffalo,National Fuel Gas Distribution,National Grid,5488.0,Natural Gas,1921,1538,1,Home Performance,Single Family,Building Shell,510.0,48.0,6.013715156042802,0,42.9152,-78.89393,2019,8,5,98
Wayne,Macedon,New York State Electric & Gas,New York State Electric & Gas,4054.0,Oil,1984,980,1,Home Performance,Mobile,Building Shell,0.0,28.0,6.42648845745769,0,43.0644068,-77.31804,2018,12,10,34
Onondaga,East Syracuse,National Grid,National Grid,5846.0,Natural Gas,1963,1028,1,Home Performance,Single Family,Building Shell,510.0,37.0,5.877735781779639,0,43.070035,-76.07701,2019,4,16,56
Monroe,Webster,Rochester Gas & Electric,Rochester Gas & Electric,5423.0,Natural Gas,1961,2050,1,Home Performance,Single Family,Building Shell,301.0,37.0,5.983936280687191,0,43.2141056,-77.4345478,2018,1,16,57
