Total Project Cost,Size Of Home,size_of_home_flag,Number Of Units,Location_1_latitude,Location_1_Longitude,Project Completion Date,Job Type,Type Of Dwelling,Pre-Retrofit Home Heating Fuel Type,Year Home Built
4204.0,2196,0,1,43.3012781,-75.4464436,2020-01-20,Home Performance,Single Family,Pellets,
5724.0,2700,0,1,41.22346,-73.9897,2020-03-03,Home Performance,Single Family,Natural Gas,1955
5474.0,1525,0,1,43.04923,-75.38455,2021-07-20,Home Performance,Single Family,Other,
3366.0,1166,0,1,42.8872,-78.754585,2019-09-09,Home Performance,Single Family,Natural Gas,1977
9069.0,2125,0,1,42.841655,-76.68782,2021-12-07,Home Performance,Single Family,Natural Gas,
539.0,1021,0,1,40.830565,-73.872895,2021-05-25,Electric Reduction,Single Family,Natural Gas,
6123.0,1056,0,1,42.3390628,-77.3209922,2021-04-13,Home Performance,Mobile,Propane,1976
1891.0,1248,0,1,43.13596,-77.64898,2019-10-24,Home Performance,Single Family,Natural Gas,1941
6799.0,2586,0,1,42.10765,-75.937145,2021-01-28,Home Performance,Single Family,Natural Gas,
3341.0,1400,0,1,42.93241,-78.80886,2021-02-09,Home Performance,Single Family,Natural Gas,1961
5891.0,2552,0,1,42.87854,-78.862095,2019-10-04,Home Performance,Single Family,Natural Gas,1921
963.0,924,0,1,43.006105,-73.851605,2020-10-27,Home Performance,Mobile,Propane,1987
10473.0,924,0,1,42.0063557,-76.5395682,2020-12-08,Home Performance,Mobile,Propane,1991
9098.0,1672,0,1,43.05118,-76.166155,2021-09-07,Home Performance,Single Family,Natural Gas,1921
3674.0,1094,0,1,43.225795,-77.286155,2020-10-22,Home Performance,Single Family,Natural Gas,
9020.0,1852,0,1,43.21118,-75.458425,2021-05-25,Home Performance,Single Family,Natural Gas,
8808.0,1582,0,1,42.2634879,-79.2605037,2021-05-27,Home Performance,Single Family,Propane,1970
11387.0,1157,0,1,42.90832,-78.83677,2021-03-18,Home Performance,Single Family,Natural Gas,1941
9677.0,1223,0,1,41.893763,-73.9761819,2021-05-04,Home Performance,Single Family,Oil,1964
6953.0,1020,0,1,42.105545,-76.26612,2020-02-07,Home Performance,Single Family,Natural Gas,
3317.0,1362,0,1,42.15494,-77.065815,2019-08-29,Home Performance,Single Family,Wood,1972
10474.0,1233,0,1,40.69992,-73.80949,2021-03-16,Home Performance,Single Family,Natural Gas,
6668.0,1649,0,1,43.3367062,-75.7482485,2019-10-10,Home Performance,Single Family,Oil,
6341.0,2000,0,2,40.65926,-73.88949,2021-11-16,Home Performance,Single Family,Oil,
3297.0,924,0,1,42.923575,-78.77879,2021-09-07,Home Performance,Mobile,Natural Gas,
6925.0,1300,0,1,42.97894,-75.24988,2021-11-02,Home Performance,Single Family,Natural Gas,
3393.0,1600,0,1,42.945525,-78.887125,2021-03-11,Home Performance,Single Family,Natural Gas,1901
11377.0,1893,0,1,41.1909524,-74.0344298,2020-10-06,Home Performance,Single Family,Natural Gas,
4687.0,1102,0,1,42.923575,-78.77879,2019-10-04,Home Performance,Single Family,Natural Gas,1919
8024.0,1600,0,1,43.080275,-75.754895,2021-11-23,Home Performance,Single Family,Natural Gas,1922
8096.0,980,0,1,44.70149,-73.45762,2020-12-08,Home Performance,Mobile,Natural Gas,
10075.0,1034,0,1,43.179715,-77.63689,2021-11-23,Home Performance,Single Family,Natural Gas,
5083.0,3072,0,1,42.1632039,-78.9824056,2020-09-29,Home Performance,Single Family,Propane,1996
531.0,902,0,1,42.9013852,-76.8627782,2020-02-25,Home Performance,Mobile,Natural Gas,1994
968.0,1218,0,1,43.13596,-77.64898,2020-01-06,Home Performance,Single Family,Electric,
773.0,1408,0,1,40.675365,-73.75155,2020-03-03,Home Performance,Single Family,Natural Gas,1954
9228.0,1872,0,1,40.75955,-73.325925,2021-12-03,Home Performance,Single Family,Oil,
6798.0,952,0,1,43.014355,-75.043565,2021-09-16,Home Performance,Mobile,Natural Gas,1997
3912.0,2343,0,1,41.142165,-73.989275,2021-09-30,Home Performance,Single Family,Natural Gas,
5036.0,864,0,1,42.975015,-78.622815,2021-05-04,Home Performance,Mobile,Natural Gas,1991
4462.0,2214,0,1,44.9417052,-74.5669761,2021-07-27,Home Performance,Single Family,Wood,1921
8861.0,1092,0,1,43.21902,-78.39127,2019-12-24,Home Performance,Single Family,Natural Gas,1921
7719.0,1651,0,1,40.692835,-73.75811,2020-03-25,Home Performance,Single Family,Natural Gas,1942
7440.0,2402,0,1,43.20713,-77.600505,2020-02-10,Home Performance,Single Family,Natural Gas,1951
9449.0,1000,0,1,40.801335,-72.86778,2021-06-29,Home Performance,Single Family,Oil,1971
11074.0,3588,0,1,42.9949037,-78.1825313,2021-09-14,Home Performance,Single Family,Natural Gas,1956
4124.0,800,0,1,40.75252,-73.364285,2021-09-09,Home Performance,Single Family,Oil,1951
4187.0,2238,0,1,43.04923,-75.38455,2020-03-18,Home Performance,Single Family,Oil,1852
5975.0,2800,0,1,40.650265,-73.927795,2021-01-05,Home Performance,Single Family,Natural Gas,
643.0,1728,0,1,42.9514458,-77.5936404,2021-11-30,Home Performance,Single Family,Natural Gas,
5217.0,1088,0,1,42.079605,-76.79954,2020-08-25,Home Performance,Single Family,Natural Gas,1955
8021.0,938,0,1,41.50452,-73.97211,2020-10-29,Home Performance,Mobile,Kerosene,
9167.0,1778,0,1,43.11253,-77.48525,2021-03-09,Home Performance,Single Family,Natural Gas,1921
1425.0,800,0,1,42.93241,-78.80886,2019-09-30,Electric Reduction,Single Family,Natural Gas,
6050.0,800,0,1,42.54209,-76.663845,2020-11-18,Home Performance,Single Family,Propane,
4125.0,1540,0,1,43.1094664,-77.7448848,2021-11-30,Home Performance,Single Family,Natural Gas,1970
3735.0,1848,0,1,42.96328,-77.13683,2021-01-05,Home Performance,Single Family,Natural Gas,
9256.0,800,0,1,43.0908979,-75.3712146,2021-11-18,Home Performance,Mobile,Natural Gas,1988
3175.0,1495,0,1,43.13596,-77.64898,2020-01-27,Home Performance,Single Family,Natural Gas,1941
4222.0,1076,0,1,42.87441,-78.848955,2020-07-07,Home Performance,Single Family,Natural Gas,1921
3452.0,1068,0,1,42.7665684,-77.2288555,2020-12-03,Home Performance,Single Family,Propane,
623.0,1262,0,1,43.16379,-77.62659,2020-07-21,Home Performance,Single Family,Natural Gas,1993
1560.0,1408,0,1,42.951555,-78.86765,2020-02-21,Home Performance,Single Family,Natural Gas,1926
4518.0,2254,0,1,40.622425,-73.984265,2021-03-11,Home Performance,Single Family,Natural Gas,
509.0,888,0,1,41.33131,-74.188885,2020-02-04,Electric Reduction,Single Family,Electric,
5029.0,1712,0,1,43.0684,-75.28726,2020-08-27,Home Performance,Single Family,Natural Gas,1964
5750.0,1750,0,1,43.05118,-76.166155,2021-02-23,Home Performance,Single Family,Natural Gas,
6695.0,1056,0,1,43.0200289,-76.1626311,2021-06-03,Home Performance,Single Family,Natural Gas,1921
12459.0,1144,0,1,43.120445,-75.29465,2020-09-01,Home Performance,Single Family,Natural Gas,1990
9050.0,900,0,1,43.165865,-77.56504,2021-10-12,Home Performance,Single Family,Natural Gas,
4952.0,1436,0,1,42.923575,-78.77879,2020-11-19,Home Performance,Single Family,Natural Gas,
12045.0,1675,0,1,43.09528,-75.22754,2020-09-17,Home Performance,Single Family,Natural Gas,
4655.0,1708,0,1,43.179715,-77.63689,2019-09-25,Home Performance,Single Family,Natural Gas,
6343.0,1392,0,1,42.8937408,-78.83448,2020-01-20,Home Performance,Single Family,Natural Gas,1911
7560.0,1005,0,1,43.108065,-79.049,2021-02-04,Home Performance,Single Family,Oil,
15796.0,2690,0,1,40.7474557,-73.0496301,2021-06-21,Home Performance,Single Family,Oil,1905
4125.0,1350,0,1,42.8489784,-75.8578194,2020-12-03,Home Performance,Single Family,Electric,1989
8819.0,2191,0,1,41.2228905,-74.2895801,2021-04-06,Home Performance,Single Family,Propane,1961
9146.0,1360,0,1,42.080465,-78.433915,2020-09-08,Home Performance,Single Family,Oil,1952
9644.0,1800,0,1,42.09461,-76.804665,2020-06-11,Home Performance,Mobile,Natural Gas,2010
4556.0,1620,0,1,43.02966,-78.87383,2021-02-16,Home Performance,Single Family,Natural Gas,
7305.0,1185,0,1,40.67144,-73.81526,2020-03-03,Home Performance,Single Family,Natural Gas,
2598.0,1320,0,1,40.710965,-73.623055,2021-02-25,Home Performance,Single Family,Natural Gas,1951
4719.0,1232,0,1,43.0257179,-76.1480025,2019-10-10,Home Performance,Single Family,Natural Gas,
3917.0,1152,0,1,42.830935,-73.96657,2019-11-22,Home Performance,Single Family,Other,
6647.0,1682,0,1,43.15915,-75.09186,2021-11-16,Home Performance,Single Family,Other,
7969.0,1080,0,1,43.21118,-75.458425,2021-08-25,Home Performance,Single Family,Natural Gas,
6987.0,1866,0,1,40.69992,-73.80949,2021-01-19,Home Performance,Single Family,Natural Gas,1911
5316.0,1008,0,1,43.202385,-77.56546,2020-06-19,Home Performance,Single Family,Natural Gas,
7382.0,840,0,1,42.93284,-75.85363,2021-06-22,Home Performance,Single Family,Natural Gas,1941
9880.0,1588,0,1,42.331695,-75.77148,2021-07-20,Home Performance,Single Family,Other,
1959.0,1232,0,1,42.72316,-77.87418,2020-03-26,Home Performance,Single Family,Natural Gas,
1236.0,1164,0,1,42.6079006,-75.7088584,2020-03-18,Home Performance,Single Family,Wood,1966
7621.0,1783,0,1,42.90832,-78.83677,2020-07-14,Home Performance,Single Family,Natural Gas,1931
4670.0,2090,0,1,40.644345,-73.905535,2021-03-09,Home Performance,Single Family,Natural Gas,
2491.0,1537,0,1,42.852935,-78.826155,2021-09-28,Home Performance,Single Family,Natural Gas,1930
4604.0,1600,0,1,42.216495,-78.2749,2020-06-16,Home Performance,Single Family,Propane,1999
7586.0,2024,0,1,43.1094664,-77.7448848,2021-09-21,Home Performance,Single Family,Natural Gas,
1929.0,1344,0,1,43.13596,-77.64898,2020-09-17,Home Performance,Single Family,Natural Gas,
4845.0,1403,0,1,43.026475,-74.98912,2019-12-10,Home Performance,Single Family,Natural Gas,
4822.0,924,0,1,42.900925,-77.423415,2020-03-12,Home Performance,Mobile,Propane,
8887.0,1260,0,1,43.09528,-75.22754,2021-09-23,Home Performance,Single Family,Electric,1941
10753.0,1017,0,1,43.16463,-77.64152,2021-01-28,Home Performance,Single Family,Natural Gas,
2928.0,1436,0,1,43.1094664,-77.7448848,2021-04-20,Home Performance,Single Family,Natural Gas,
7954.0,960,0,1,43.080275,-75.754895,2020-03-31,Home Performance,Single Family,Oil,
8536.0,1792,0,1,43.2885292,-77.9161451,2020-07-14,Home Performance,Single Family,Other,
4564.0,1578,0,1,41.4452505,-74.419957,2019-08-29,Home Performance,Single Family,Natural Gas,1924
9119.0,1070,0,1,43.0257179,-76.1480025,2019-09-30,Home Performance,Single Family,Natural Gas,1941
7552.0,2741,0,1,40.843575,-73.832455,2020-02-18,Home Performance,Single Family,Natural Gas,1951
2368.0,900,0,1,40.644345,-73.905535,2021-04-06,Home Performance,Single Family,Natural Gas,
2359.0,1160,0,1,43.20713,-77.600505,2020-08-20,Home Performance,Single Family,Natural Gas,1931
6454.0,1520,0,1,44.21656,-75.79918,2021-11-16,Home Performance,Single Family,Kerosene,2001
545.0,860,0,3,40.874915,-73.867125,2020-11-19,Electric Reduction,Single Family,Natural Gas,
7489.0,1456,0,1,43.033565,-75.068965,2020-09-08,Home Performance,Mobile,Natural Gas,2001
3360.0,800,0,1,41.1106286,-74.0448266,2020-01-06,Home Performance,Single Family,Natural Gas,
7153.0,980,0,1,42.251635,-73.78808,2021-06-07,Home Performance,Mobile,Oil,1989
7061.0,1504,0,1,40.89741,-73.86889,2019-10-17,Home Performance,Single Family,Natural Gas,1914
799.0,1500,0,1,43.243405,-78.193475,2020-09-24,Home Performance,Single Family,Natural Gas,1965
1320.0,874,0,1,42.3264797,-75.3161649,2020-01-06,Home Performance,Mobile,Kerosene,1986
4440.0,2961,0,1,40.67584,-73.87789,2021-10-28,Home Performance,Single Family,Natural Gas,
5720.0,2493,0,1,43.046115,-76.263325,2020-08-18,Home Performance,Single Family,Natural Gas,1998
6173.0,1500,0,1,43.0257179,-76.1480025,2020-06-30,Home Performance,Single Family,Natural Gas,
11728.0,923,0,1,42.694925,-73.79864,2021-03-18,Home Performance,Single Family,Natural Gas,
4328.0,924,0,1,40.69992,-73.80949,2021-10-05,Home Performance,Single Family,Natural Gas,
771.0,980,0,1,43.006105,-73.851605,2019-10-17,Home Performance,Mobile,Propane,1996
7846.0,1675,0,1,42.90153,-78.693005,2019-09-25,Home Performance,Single Family,Natural Gas,1971
2086.0,1620,0,1,43.16463,-77.64152,2019-10-14,Home Performance,Single Family,Natural Gas,2007
3727.0,1781,0,1,42.69771,-75.244515,2019-09-09,Home Performance,Single Family,Oil,1962
6659.0,2138,0,1,42.99842,-78.18838,2021-12-15,Home Performance,Single Family,Natural Gas,
1638.0,1025,0,1,43.0975,-77.618575,2021-01-21,Home Performance,Single Family,Natural Gas,
5360.0,1056,0,1,43.325035,-76.41174,2020-06-19,Home Performance,Mobile,Natural Gas,1981
3429.0,968,0,1,42.787655,-73.97179,2021-05-11,Home Performance,Single Family,Natural Gas,1923
4517.0,1771,0,1,43.33471,-73.678785,2021-04-13,Home Performance,Single Family,Natural Gas,1957
9096.0,1344,0,1,42.32806,-75.97066,2021-08-24,Home Performance,Mobile,Propane,1995
4941.0,1420,0,1,42.3264797,-75.3161649,2021-11-04,Home Performance,Mobile,Propane,
1699.0,2482,0,1,43.146805,-77.556265,2021-09-02,Home Performance,Single Family,Natural Gas,1930
8747.0,1168,0,1,42.1798824,-75.6268953,2020-03-25,Home Performance,Mobile,Natural Gas,
11013.0,1128,0,1,43.21902,-78.39127,2020-03-10,Home Performance,Single Family,Electric,
5472.0,1120,0,1,41.5584453,-73.5983653,2021-10-14,Home Performance,Single Family,Oil,
1320.0,1624,0,1,42.93241,-78.80886,2019-10-04,Home Performance,Single Family,Natural Gas,
1928.0,1296,0,1,42.846885,-73.622675,2020-12-08,Home Performance,Mobile,Propane,1986
5441.0,1100,0,1,43.146805,-77.556265,2021-12-09,Home Performance,Single Family,Natural Gas,
474.0,1281,0,1,42.5311852,-75.521324,2019-11-18,Home Performance,Single Family,Natural Gas,
902.0,1066,0,1,43.165865,-77.56504,2019-08-29,Home Performance,Single Family,Natural Gas,1926
2682.0,1957,0,1,42.7916711,-74.61747,2019-11-07,Home Performance,Single Family,Oil,1921
1940.0,1500,0,1,42.0644185,-79.7450859,2019-10-14,Home Performance,Single Family,Oil,1951
7260.0,871,0,1,44.70149,-73.45762,2020-11-19,Home Performance,Mobile,Kerosene,
10208.0,1880,0,1,40.714205,-73.766845,2021-01-14,Home Performance,Single Family,Natural Gas,1921
4456.0,843,0,1,43.092965,-75.652545,2019-10-07,Home Performance,Single Family,Electric,1955
6388.0,1917,0,1,41.09824467,-74.089345778,2020-02-14,Home Performance,Single Family,Natural Gas,1961
9766.0,1708,0,1,43.1307883,-77.5090946,2021-07-27,Home Performance,Single Family,Natural Gas,
3871.0,1320,0,1,42.951555,-78.86765,2021-03-18,Home Performance,Single Family,Natural Gas,
3722.0,2002,0,1,43.181935,-77.60976,2020-12-03,Home Performance,Single Family,Natural Gas,
2617.0,1879,0,1,43.0684,-75.28726,2021-09-30,Home Performance,Single Family,Natural Gas,1941
6240.0,1445,0,1,43.181935,-77.60976,2021-03-30,Home Performance,Single Family,Natural Gas,1901
3856.0,928,0,1,43.056515,-76.14007,2021-11-16,Home Performance,Single Family,Natural Gas,1872
2959.0,800,0,1,43.1983016,-77.6344761,2021-11-23,Home Performance,Single Family,Natural Gas,1948
13064.0,2234,0,1,43.2437358,-75.2562974,2021-07-22,Home Performance,Single Family,Oil,
9056.0,1092,0,1,43.1010822,-75.2472726,2021-10-12,Home Performance,Mobile,Natural Gas,
9951.0,2370,0,1,40.675365,-73.75155,2020-10-06,Home Performance,Single Family,Natural Gas,
6864.0,1450,0,1,44.8206904,-74.5602555,2020-07-16,Home Performance,Single Family,Oil,1901
4554.0,1560,0,1,42.099115,-79.238355,2021-05-11,Home Performance,Single Family,Natural Gas,1841
3571.0,810,0,1,40.665955,-73.77108,2020-10-02,Home Performance,Single Family,Natural Gas,1926
6945.0,1680,0,1,42.852605,-74.98853,2019-09-06,Home Performance,Single Family,Oil,
1980.0,2937,0,1,42.766185,-78.748205,2020-05-29,Home Performance,Single Family,Natural Gas,1946
6443.0,1237,0,1,40.8611746,-73.0520165,2021-01-21,Home Performance,Single Family,Oil,1961
7333.0,1456,0,1,42.9355,-76.56687,2021-04-13,Home Performance,Single Family,Natural Gas,1956
7250.0,1654,0,1,43.0257179,-76.1480025,2020-07-07,Home Performance,Single Family,Natural Gas,
869.0,1444,0,1,40.650265,-73.927795,2020-10-02,Home Performance,Single Family,Natural Gas,
10631.0,1350,0,1,42.93284,-75.85363,2021-05-20,Home Performance,Single Family,Natural Gas,1961
5978.0,1952,0,1,43.3560547,-76.1500285,2021-01-14,Home Performance,Single Family,Wood,1991
7547.0,1586,0,1,43.120445,-75.29465,2020-10-08,Home Performance,Single Family,Natural Gas,
7000.0,1766,0,1,42.162005,-76.82282,2020-02-21,Home Performance,Single Family,Wood,1965
1318.0,1248,0,1,43.026475,-74.98912,2021-10-19,Home Performance,Single Family,Propane,
575.0,961,0,1,40.830565,-73.872895,2019-10-10,Electric Reduction,Single Family,Natural Gas,
4471.0,990,0,1,43.9800463,-75.6114334,2020-12-10,Home Performance,Single Family,Oil,1921
13178.0,2064,0,1,42.6315695,-75.8086326,2021-11-02,Home Performance,Single Family,Coal,
8856.0,1050,0,1,42.251635,-73.78808,2020-11-10,Home Performance,Mobile,Kerosene,1934
2082.0,1560,0,1,42.080465,-78.433915,2021-12-03,Home Performance,Single Family,Natural Gas,
7103.0,1960,0,1,43.003055,-75.98119,2021-10-12,Home Performance,Single Family,Natural Gas,1882
477.0,974,0,1,40.84058,-73.883295,2019-09-11,Electric Reduction,Single Family,Natural Gas,
6730.0,924,0,1,42.924237581,-76.629842526,2021-05-18,Home Performance,Mobile,Natural Gas,1986
7739.0,1232,0,1,42.127205,-76.820865,2020-08-20,Home Performance,Single Family,Natural Gas,1971
11153.0,1568,0,1,43.09528,-75.22754,2021-06-07,Home Performance,Single Family,Natural Gas,1945
7030.0,1561,0,1,40.675365,-73.75155,2020-07-09,Home Performance,Single Family,Oil,1932
4755.0,952,0,1,43.0650476,-76.1505831,2020-01-31,Home Performance,Mobile,Natural Gas,
496.0,1500,0,1,42.918219457,-73.899433794,2019-11-04,Home Performance,Single Family,Natural Gas,2001
3963.0,1320,0,1,40.747185,-73.903685,2019-10-31,Home Performance,Single Family,Natural Gas,
5223.0,2602,0,1,41.1909524,-74.0344298,2020-09-24,Home Performance,Single Family,Natural Gas,
10429.0,1190,0,1,43.181935,-77.60976,2021-09-14,Home Performance,Single Family,Natural Gas,1921
6325.0,800,0,1,43.080115,-73.786645,2021-08-17,Home Performance,Mobile,Kerosene,
1446.0,1012,0,1,43.02966,-78.87383,2021-04-29,Home Performance,Single Family,Natural Gas,1941
4012.0,1036,0,1,42.838995,-73.743245,2020-01-14,Home Performance,Mobile,Propane,
7092.0,1088,0,1,42.923575,-78.77879,2019-09-19,Home Performance,Single Family,Natural Gas,
7159.0,2363,0,1,40.77302,-73.747235,2019-12-23,Home Performance,Single Family,Natural Gas,1967
4830.0,1588,0,1,43.1094664,-77.7448848,2019-11-18,Home Performance,Single Family,Natural Gas,1956
2964.0,1592,0,1,42.127205,-76.820865,2021-04-27,Home Performance,Single Family,Natural Gas,1954
5858.0,2938,0,1,41.142165,-73.989275,2020-01-27,Home Performance,Single Family,Natural Gas,
9996.0,1410,0,1,42.9152,-78.89393,2019-09-16,Home Performance,Single Family,Natural Gas,1912
1957.0,1800,0,1,42.483225,-79.33407,2019-11-07,Electric Reduction,Single Family,Natural Gas,
8014.0,2182,0,1,43.20713,-77.600505,2021-05-06,Home Performance,Single Family,Natural Gas,1921
4731.0,1440,0,1,43.6174281,-73.9627543,2020-08-11,Home Performance,Single Family,Oil,1951
8251.0,2567,0,2,43.9757948,-75.9049969,2020-04-21,Home Performance,Single Family,Natural Gas,
9724.0,2575,0,1,40.694725,-73.73937,2021-03-11,Home Performance,Single Family,Natural Gas,1954
3828.0,1172,0,1,43.13596,-77.64898,2019-11-07,Home Performance,Single Family,Natural Gas,1941
4993.0,1428,0,1,42.079605,-76.79954,2019-10-17,Home Performance,Single Family,Natural Gas,1914
7997.0,1729,0,1,41.14075788,-74.030397548,2021-07-06,Home Performance,Single Family,Natural Gas,
7875.0,1365,0,1,43.48398,-75.335415,2021-05-13,Home Performance,Single Family,Kerosene,1961
2890.0,1000,0,1,43.13596,-77.64898,2019-10-31,Home Performance,Single Family,Natural Gas,1941
6968.0,1232,0,1,43.2437358,-75.2562974,2019-08-29,Home Performance,Mobile,Kerosene,1997
4353.0,3312,0,1,40.650265,-73.927795,2020-08-04,Home Performance,Single Family,Natural Gas,2001
6325.0,1785,0,1,41.0583,-74.01925,2020-03-18,Home Performance,Single Family,Natural Gas,1959
611.0,936,0,1,41.4452505,-74.419957,2019-09-23,Electric Reduction,Single Family,Natural Gas,
3238.0,1426,0,1,43.9800463,-75.6114334,2020-09-10,Home Performance,Single Family,Natural Gas,
13734.0,1253,0,1,42.1333701,-73.88897,2021-12-09,Home Performance,Single Family,Oil,
4983.0,3264,0,1,43.9800463,-75.6114334,2021-04-06,Home Performance,Single Family,Electric,
6843.0,2704,0,1,43.33471,-73.678785,2019-09-06,Home Performance,Single Family,Natural Gas,1951
6002.0,1720,0,1,43.21118,-75.458425,2020-08-11,Home Performance,Single Family,Natural Gas,
9047.0,1206,0,1,42.45785,-75.061825,2021-09-02,Home Performance,Single Family,Oil,
4506.0,1120,0,1,40.650265,-73.927795,2020-11-24,Home Performance,Single Family,Natural Gas,1961
4793.0,2093,0,1,40.61463,-73.923985,2020-09-03,Home Performance,Single Family,Oil,1927
1033.0,2033,0,1,41.10993,-74.06911,2020-12-01,Home Performance,Single Family,Natural Gas,
7772.0,2282,0,1,41.106776851,-74.111654099,2020-12-17,Home Performance,Single Family,Natural Gas,1971
11335.0,2028,0,1,40.626385,-73.942945,2021-09-21,Home Performance,Single Family,Natural Gas,1910
906.0,1728,0,1,41.69646,-73.89901,2021-06-15,Home Performance,Single Family,Oil,1971
6339.0,1742,0,1,43.22041,-77.64325,2019-11-11,Home Performance,Single Family,Natural Gas,1971
3937.0,1456,0,1,43.21118,-75.458425,2020-10-08,Home Performance,Single Family,Natural Gas,
5539.0,2040,0,1,41.09824467,-74.089345778,2020-07-28,Home Performance,Single Family,Electric,1967
7326.0,2200,0,1,40.698085,-73.834705,2021-12-07,Home Performance,Single Family,Natural Gas,
4548.0,1140,0,1,42.088348813,-78.153250496,2020-07-14,Home Performance,Mobile,Pellets,1976
442.0,1248,0,1,43.090764,-78.96109,2021-06-24,Home Performance,Mobile,Natural Gas,1990
9021.0,1020,0,1,42.099115,-79.238355,2020-09-15,Home Performance,Single Family,Natural Gas,1913
4422.0,1248,0,1,42.72628,-73.688825,2020-03-06,Home Performance,Single Family,Natural Gas,1941
10538.0,1086,0,1,42.820488763,-78.823528026,2021-01-05,Home Performance,Single Family,Natural Gas,1946
42344.0,4000,0,1,41.49861,-74.014375,2020-02-07,Home Performance,Single Family,Natural Gas,
5375.0,1040,0,1,43.21118,-75.458425,2021-04-08,Home Performance,Single Family,Natural Gas,
402.0,800,0,1,43.1010822,-75.2472726,2019-10-10,Electric Reduction,Single Family,Natural Gas,1941
4047.0,1292,0,1,44.69457,-75.48625,2021-06-15,Home Performance,Single Family,Electric,1890
6652.0,1968,0,1,40.77302,-73.747235,2020-04-14,Home Performance,Single Family,Oil,
4238.0,2047,0,1,42.93241,-78.80886,2019-10-14,Home Performance,Single Family,Natural Gas,1946
2313.0,2097,0,1,40.61463,-73.923985,2020-10-06,Home Performance,Single Family,Natural Gas,1926
5243.0,934,0,1,43.0529373,-74.3424296,2021-11-04,Home Performance,Single Family,Natural Gas,1828
6100.0,2549,0,1,43.948855,-76.11805,2021-10-12,Home Performance,Single Family,Propane,1822
6250.0,1729,0,1,42.8753602,-78.8019756,2019-10-31,Home Performance,Single Family,Natural Gas,
6757.0,1600,0,1,42.9174001,-78.852226,2020-08-11,Home Performance,Single Family,Natural Gas,1900
4233.0,911,0,1,43.16379,-77.62659,2020-10-27,Home Performance,Single Family,Natural Gas,1941
1699.0,880,0,1,44.126425,-76.33173,2020-03-26,Home Performance,Single Family,Oil,1856
12655.0,2352,0,1,40.650265,-73.927795,2021-09-16,Home Performance,Single Family,Natural Gas,
2710.0,1456,0,1,43.1635353,-76.1433636,2019-11-22,Home Performance,Single Family,Oil,1994
5424.0,1816,0,1,43.181935,-77.60976,2020-10-22,Home Performance,Single Family,Natural Gas,1941
1494.0,1560,0,1,42.483225,-79.33407,2020-01-28,Home Performance,Single Family,Natural Gas,1921
1019.0,1700,0,1,43.013815,-78.8776,2021-12-09,Home Performance,Single Family,Natural Gas,
3518.0,1408,0,1,42.110115,-76.032545,2020-11-10,Home Performance,Single Family,Oil,
2231.0,2400,0,1,43.09528,-75.22754,2021-06-29,Home Performance,Single Family,Natural Gas,1921
3907.0,1150,0,1,40.621315,-74.078845,2020-02-04,Home Performance,Single Family,Oil,1921
5544.0,936,0,1,43.21118,-75.458425,2021-02-18,Home Performance,Single Family,Natural Gas,1961
5901.0,1056,0,1,43.13596,-77.64898,2021-04-27,Home Performance,Single Family,Natural Gas,1921
5215.0,3060,0,1,40.84992,-73.862915,2020-08-11,Home Performance,Single Family,Natural Gas,1967
3722.0,1172,0,1,40.74734,-73.76031,2019-09-06,Home Performance,Single Family,Natural Gas,1941
6425.0,1868,0,1,40.8429,-73.410015,2019-09-23,Home Performance,Single Family,Natural Gas,1971
687.0,2148,0,1,41.472055,-74.360075,2021-06-10,Home Performance,Single Family,Natural Gas,1973
4244.0,1216,0,1,43.16463,-77.64152,2020-03-18,Home Performance,Single Family,Natural Gas,
2321.0,1120,0,1,43.3244276,-75.1890252,2020-09-17,Home Performance,Single Family,Propane,2011
6485.0,1110,0,1,43.9757948,-75.9049969,2020-01-13,Home Performance,Single Family,Natural Gas,
6155.0,2034,0,1,43.23262,-76.13883,2019-10-31,Home Performance,Single Family,Oil,1962
8262.0,1020,0,1,42.973175,-76.141135,2021-09-14,Home Performance,Single Family,Propane,
5418.0,1300,0,1,43.13375,-75.58285,2020-03-10,Home Performance,Single Family,Propane,1936
811.0,1207,0,1,43.108065,-79.049,2021-08-26,Home Performance,Single Family,Natural Gas,1941
8091.0,1050,0,1,42.251635,-73.78808,2020-12-29,Home Performance,Mobile,Kerosene,1996
6151.0,1092,0,1,42.90832,-78.83677,2020-12-03,Home Performance,Single Family,Natural Gas,
3300.0,1836,0,1,40.697715,-73.786045,2021-10-14,Home Performance,Single Family,Natural Gas,
6793.0,2152,0,1,41.142165,-73.989275,2021-01-26,Home Performance,Single Family,Natural Gas,1961
4212.0,800,0,1,42.159665,-77.0881,2020-01-21,Home Performance,Mobile,Natural Gas,
1482.0,800,0,1,42.9784959,-77.3628069,2020-11-12,Home Performance,Mobile,Electric,
4917.0,1638,0,1,43.064965,-76.99033,2020-01-27,Home Performance,Single Family,Natural Gas,
8403.0,1136,0,1,42.63652,-76.184135,2020-08-13,Home Performance,Mobile,Natural Gas,1987
1285.0,1736,0,1,43.165865,-77.56504,2020-03-25,Home Performance,Single Family,Natural Gas,1941
10833.0,1780,0,1,43.18742,-76.890915,2021-02-02,Home Performance,Single Family,Natural Gas,
3998.0,1840,0,1,42.9174001,-78.852226,2020-03-03,Home Performance,Single Family,Natural Gas,1946
7200.0,1216,0,1,43.014355,-75.043565,2021-05-04,Home Performance,Single Family,Oil,
