Reporting Period,Project ID,Project County,Project City,Project ZIP,Gas Utility,Electric Utility,Project Completion Date,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Home Built Year Range,Project Cost Range,Location_1_latitude,Location_1_Longitude
2023-06-30,461382,Otsego,Oneonta,13820,New York State Electric & Gas,New York State Electric & Gas,2021-02-18,2528.0,Oil,1921,1688,1,Home Performance,Single Family,Building Shell,0.0,4.0,4.276666119016055,0,1900 - 1950,1000 - 10000,42.45785,-75.061825
2023-06-30,432268,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-28,2546.0,Natural Gas,1941,1320,1,Home Performance,Single Family,Building Shell,814.0,8.0,4.990432586778736,0,1900 - 1950,1000 - 10000,43.181935,-77.60976
2023-06-30,476538,Niagara,Sanborn,14132,National Fuel Gas Distribution,National Grid,2021-06-29,7260.0,Natural Gas,1921,1180,1,Home Performance,Single Family,Building Shell,259.0,43.0,5.823045895483019,0,1900 - 1950,1000 - 10000,43.140465,-78.885555
2023-06-30,512835,Bronx,Bronx,10468,Consolidated Edison,Consolidated Edison,2021-07-01,480.0,Other,,1096,64,Electric Reduction,Single Family,Building Shell,443.0,1.0,4.6913478822291435,0,Missing,1 - 1000,40.865445,-73.90126
2023-06-30,436330,Monroe,Rochester,14610,Rochester Gas & Electric,Rochester Gas & Electric,2020-07-28,3224.0,Natural Gas,,1432,1,Home Performance,Single Family,Building Shell,0.0,13.0,4.700480365792417,0,Missing,1000 - 10000,43.146805,-77.556265
2023-06-30,482638,Columbia,Hudson,12534,National Grid,National Grid,2021-04-29,6477.0,Natural Gas,1871,1780,1,Home Performance,Single Family,Building Shell,768.0,55.0,6.551080335043404,0,1850-1900,1000 - 10000,42.251635,-73.78808
2023-06-30,415295,Monroe,Scottsville,14546,Rochester Gas & Electric,National Grid,2020-01-14,3093.0,Natural Gas,1986,1028,1,Home Performance,Single Family,Building Shell,0.0,19.0,5.075173815233827,0,1950 - 2000,1000 - 10000,43.0259846,-77.7480938
2023-06-30,469366,Suffolk,Mastic,11950,National Grid,Long Island Power Authority,2021-01-28,7469.0,Oil,1991,1323,1,Home Performance,Single Family,Building Shell,985.0,26.0,6.542471960506805,0,1950 - 2000,1000 - 10000,40.803795,-72.844325
2023-06-30,504413,Queens,Queens,11420,National Grid,Consolidated Edison,2021-08-17,11110.0,Natural Gas,1925,2231,1,Home Performance,Single Family,Building Shell,510.0,67.0,7.039660349862076,0,1900 - 1950,10000 - 20000,40.67144,-73.81526
2023-06-30,468167,Niagara,Niagara Falls,14304,National Fuel Gas Distribution,National Grid,2021-02-02,3940.0,Natural Gas,,1318,1,Home Performance,Single Family,Building Shell,208.0,24.0,5.303304908059076,0,Missing,1000 - 10000,43.090764,-78.96109
2023-06-30,513544,Chemung,Elmira,14901,New York State Electric & Gas,New York State Electric & Gas,2021-09-02,4691.0,Natural Gas,1974,800,1,Home Performance,Mobile,Building Shell,0.0,20.0,5.288267030694535,0,1950 - 2000,1000 - 10000,42.09461,-76.804665
2023-06-30,523189,Erie,Buffalo,14211,National Fuel Gas Distribution,National Grid,2021-12-09,9274.0,Natural Gas,,1777,1,Home Performance,Single Family,Building Shell,0.0,29.0,5.53338948872752,0,Missing,1000 - 10000,42.90832,-78.83677
2023-06-30,452311,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2020-10-22,1555.0,Natural Gas,1941,1450,1,Home Performance,Single Family,Building Shell,510.0,18.0,5.293304824724492,0,1900 - 1950,1000 - 10000,43.181935,-77.60976
2023-06-30,475644,Oneida,Utica,13502,National Grid,National Grid,2021-04-06,9270.0,Natural Gas,1921,1620,1,Home Performance,Single Family,Building Shell,410.0,85.0,6.61472560020376,0,1900 - 1950,1000 - 10000,43.1010822,-75.2472726
2023-06-30,454786,Cortland,Cortland,13045,New York State Electric & Gas,National Grid,2020-06-25,1671.0,Natural Gas,1891,800,1,Home Performance,Single Family,Building Shell,0.0,7.0,4.1588830833596715,0,1850-1900,1000 - 10000,42.600225,-76.18184
2023-06-30,396377,Wayne,Ontario,14519,Rochester Gas & Electric,Rochester Gas & Electric,2019-08-29,4778.0,Natural Gas,1993,1300,1,Home Performance,Mobile,Building Shell,15510.0,-37.0,7.050989447068045,0,1950 - 2000,1000 - 10000,43.225795,-77.286155
2023-06-30,503644,Broome,Binghamton,13905,New York State Electric & Gas,New York State Electric & Gas,2021-08-24,4044.0,Natural Gas,1961,1680,1,Home Performance,Single Family,Building Shell,301.0,13.0,5.087596335232384,0,1950 - 2000,1000 - 10000,42.10765,-75.937145
2023-06-30,470892,Chemung,Lowman,14861,New York State Electric & Gas,New York State Electric & Gas,2020-12-17,5610.0,Oil,1987,840,1,Home Performance,Mobile,Building Shell,570.0,14.0,5.730099782973574,0,1950 - 2000,1000 - 10000,42.10071,-76.692585
2023-06-30,460091,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2020-08-13,7351.0,Natural Gas,1950,1276,1,Home Performance,Single Family,Building Shell,426.0,43.0,6.008813185442595,0,1900 - 1950,1000 - 10000,43.22041,-77.64325
2023-06-30,520494,Herkimer,Poland,13431,National Grid,National Grid,2021-11-11,9260.0,Oil,,850,1,Home Performance,Single Family,Building Shell,510.0,26.0,6.413458957167357,0,Missing,1000 - 10000,43.15915,-75.09186
2023-06-30,526669,Saratoga,Saratoga Springs,12866,National Grid,National Grid,2021-11-30,8020.0,Natural Gas,,1120,1,Home Performance,Mobile,Building Shell,1060.0,35.0,6.249975242259483,0,Missing,1000 - 10000,43.080115,-73.786645
2023-06-30,433226,Monroe,Rochester,14612,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-18,5999.0,Natural Gas,1968,1759,1,Home Performance,Single Family,Building Shell,1191.0,21.0,5.666426688112432,0,1950 - 2000,1000 - 10000,43.25403,-77.613775
2023-06-30,437899,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2020-03-31,9473.0,Natural Gas,,1220,1,Home Performance,Single Family,Building Shell,1199.0,62.0,7.188412736496954,0,Missing,1000 - 10000,43.16463,-77.64152
2023-06-30,474617,Queens,Queens,11364,Consolidated Edison,Consolidated Edison,2020-10-20,8931.0,Natural Gas,1947,1010,1,Home Performance,Single Family,Building Shell,806.0,43.0,6.661854740545311,0,1900 - 1950,1000 - 10000,40.74734,-73.76031
2023-06-30,430014,Ulster,Spring Glen,12483,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2019-11-22,7628.0,Propane,1986,800,1,Home Performance,Mobile,Building Shell,510.0,19.0,6.284134161070802,0,1950 - 2000,1000 - 10000,41.661899,-74.421546048
2023-06-30,501200,Dutchess,Poughkeepsie,12603,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2021-08-10,5878.0,Natural Gas,1928,1681,1,Home Performance,Single Family,Building Shell,0.0,14.0,5.420534999272286,0,1900 - 1950,1000 - 10000,41.69646,-73.89901
2023-06-30,455856,Queens,Queens,11413,National Grid,Consolidated Edison,2020-08-25,2828.0,Natural Gas,1930,1026,1,Home Performance,Single Family,Building Shell,460.0,14.0,5.552959584921617,0,1900 - 1950,1000 - 10000,40.675365,-73.75155
2023-06-30,404647,Madison,Munnsville,13409,New York State Electric & Gas,New York State Electric & Gas,2019-10-04,3817.0,Propane,2006,1440,1,Home Performance,Mobile,Building Shell,0.0,25.0,6.431331081933479,0,2000 - 2025,1000 - 10000,42.9802694,-75.5864958
2023-06-30,474836,Monroe,Rochester,14611,Rochester Gas & Electric,Rochester Gas & Electric,2020-12-15,1727.0,Natural Gas,,1504,1,Home Performance,Single Family,Building Shell,0.0,6.0,3.9889840465642745,0,Missing,1000 - 10000,43.15242,-77.6379
2023-06-30,484411,Onondaga,Syracuse,13206,National Grid,National Grid,2021-04-06,8921.0,Natural Gas,,1144,1,Home Performance,Single Family,Building Shell,510.0,56.0,6.240275845170769,0,Missing,1000 - 10000,43.073475,-76.11265
2023-06-30,509850,Seneca,Seneca Falls,13148,New York State Electric & Gas,New York State Electric & Gas,2021-07-22,3239.0,Other,,2493,1,Home Performance,Single Family,Building Shell,0.0,22.0,5.375278407684165,0,Missing,1000 - 10000,42.91278,-76.795365
2023-06-30,454063,Oneida,Rome,13440,National Grid,National Grid,2020-06-11,4248.0,Oil,,1125,1,Home Performance,Single Family,Building Shell,0.0,10.0,5.529429087511423,0,Missing,1000 - 10000,43.21118,-75.458425
2023-06-30,407700,St. Lawrence,Ogdensburg,13669,Saint Lawrence Gas,National Grid,2019-09-11,4106.0,Natural Gas,1957,940,1,Home Performance,Single Family,Building Shell,510.0,20.0,5.641907070938114,0,1950 - 2000,1000 - 10000,44.69457,-75.48625
2023-06-30,458454,Monroe,Henrietta,14467,Rochester Gas & Electric,Rochester Gas & Electric,2020-12-10,4661.0,Natural Gas,,1935,1,Home Performance,Single Family,Building Shell,510.0,25.0,5.556828061699537,0,Missing,1000 - 10000,43.058193,-77.6179535
2023-06-30,432592,Oswego,Constantia,13044,National Grid,National Grid,2020-02-04,4609.0,Oil,1979,1120,1,Home Performance,Single Family,Building Shell,539.0,16.0,5.849324779946859,0,1950 - 2000,1000 - 10000,43.251739,-76.0014661
2023-06-30,424424,Essex,Upper Jay,12987,Unknown,New York State Electric & Gas,2019-10-10,6513.0,Oil,2006,1050,1,Home Performance,Mobile,Building Shell,610.0,17.0,6.037870919922137,0,2000 - 2025,1000 - 10000,44.334695,-73.772495
2023-06-30,527328,Erie,Buffalo,14214,National Fuel Gas Distribution,National Grid,2021-12-22,10484.0,Natural Gas,,1421,1,Home Performance,Single Family,Building Shell,510.0,58.0,6.329720905522696,0,Missing,10000 - 20000,42.9366,-78.83923
2023-06-30,466469,Monroe,Webster,14580,Rochester Gas & Electric,Rochester Gas & Electric,2020-08-27,10707.0,Natural Gas,1956,2097,1,Home Performance,Single Family,Building Shell,740.0,80.0,6.608000625296087,0,1950 - 2000,10000 - 20000,43.2141056,-77.4345478
2023-06-30,500739,Onondaga,Syracuse,13207,National Grid,National Grid,2021-10-05,1771.0,Natural Gas,,1206,1,Home Performance,Single Family,Building Shell,510.0,3.0,4.574710978503383,0,Missing,1000 - 10000,43.0200289,-76.1626311
2023-06-30,513493,Oneida,Rome,13440,National Grid,National Grid,2021-12-09,3480.0,Other,,800,1,Home Performance,Single Family,Building Shell,301.0,11.0,5.056245805348308,0,Missing,1000 - 10000,43.21118,-75.458425
2023-06-30,484204,Oswego,Fulton,13069,National Grid,National Grid,2021-01-19,5346.0,Propane,1978,800,1,Home Performance,Mobile,Building Shell,600.0,20.0,6.030685260261263,0,1950 - 2000,1000 - 10000,43.325035,-76.41174
2023-06-30,438432,Oneida,Utica,13501,National Grid,National Grid,2020-02-07,3246.0,Natural Gas,,1092,1,Home Performance,Single Family,Building Shell,0.0,13.0,4.6913478822291435,0,Missing,1000 - 10000,43.09528,-75.22754
2023-06-30,417065,Onondaga,Syracuse,13209,National Grid,Municipal,2019-10-10,9038.0,Natural Gas,1958,1396,1,Home Performance,Single Family,Building Shell,0.0,43.0,5.8664680569332965,0,1950 - 2000,1000 - 10000,43.059,-76.219045
2023-06-30,502305,Onondaga,Cicero,13039,National Grid,National Grid,2021-07-27,10339.0,Natural Gas,1976,960,1,Home Performance,Mobile,Building Shell,250.0,51.0,6.375024819828097,0,1950 - 2000,10000 - 20000,43.176765,-76.08996
2023-06-30,432738,Wayne,Savannah,13146,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-19,1971.0,Propane,1996,980,1,Home Performance,Mobile,Building Shell,1503.0,10.0,4.976733742420574,0,1950 - 2000,1000 - 10000,43.0683152,-76.759062
2023-06-30,492948,Nassau,Westbury,11590,National Grid,Long Island Power Authority,2021-08-12,1146.0,Oil,1952,1329,1,Home Performance,Single Family,Building Shell,369.0,1.0,4.624972813284271,0,1950 - 2000,1000 - 10000,40.76066,-73.585285
2023-06-30,427896,Otsego,Richfield Springs,13439,New York State Electric & Gas,New York State Electric & Gas,2020-08-25,2746.0,Natural Gas,1921,1372,1,Home Performance,Single Family,Building Shell,688.0,5.0,4.836281906951478,0,1900 - 1950,1000 - 10000,42.852605,-74.98853
2023-06-30,446479,Cayuga,Auburn,13021,New York State Electric & Gas,New York State Electric & Gas,2020-03-18,3705.0,Natural Gas,2001,980,1,Home Performance,Mobile,Building Shell,390.0,23.0,5.552959584921617,0,2000 - 2025,1000 - 10000,42.9355,-76.56687
2023-06-30,494695,Fulton,Broadalbin,12025,National Grid,National Grid,2021-09-28,6630.0,Oil,,945,1,Home Performance,Mobile,Building Shell,458.0,25.0,6.352629396319567,0,Missing,1000 - 10000,43.05729,-74.19492
2023-06-30,434725,Monroe,Rochester,14619,Rochester Gas & Electric,Rochester Gas & Electric,2020-01-28,2119.0,Natural Gas,1941,1512,1,Home Performance,Single Family,Building Shell,510.0,20.0,5.375278407684165,0,1900 - 1950,1000 - 10000,43.13596,-77.64898
2023-06-30,494676,Orange,Kiryas Joel,10950,Orange & Rockland,Orange & Rockland,2021-03-18,795.0,Natural Gas,2001,3500,1,Electric Reduction,Single Family,Building Shell,494.0,8.0,5.209486152841421,0,2000 - 2025,1 - 1000,41.340473647,-74.167364226
2023-06-30,428149,Niagara,Niagara Falls,14304,National Fuel Gas Distribution,National Grid,2019-12-10,3067.0,Natural Gas,,800,1,Home Performance,Mobile,Building Shell,0.0,5.0,3.6375861597263857,0,Missing,1000 - 10000,43.090764,-78.96109
2023-06-30,515322,Madison,Chittenango,13037,National Grid,National Grid,2021-07-15,6164.0,Propane,1970,800,1,Home Performance,Mobile,Building Shell,550.0,16.0,5.7899601708972535,0,1950 - 2000,1000 - 10000,43.04946,-75.868665
2023-06-30,437647,Broome,Port Crane,13833,New York State Electric & Gas,New York State Electric & Gas,2019-12-03,6421.0,Propane,,980,1,Home Performance,Mobile,Building Shell,415.0,35.0,6.625392368007956,0,Missing,1000 - 10000,42.1674747,-75.8310221
2023-06-30,490896,Herkimer,West Winfield,13491,New York State Electric & Gas,New York State Electric & Gas,2021-08-26,6390.0,Oil,,2566,1,Home Performance,Single Family,Building Shell,510.0,23.0,6.2766434893416445,0,Missing,1000 - 10000,42.88617,-75.189695
2023-06-30,449123,Queens,Queens,11412,National Grid,Consolidated Edison,2020-08-27,7479.0,Natural Gas,1921,1712,1,Home Performance,Single Family,Building Shell,510.0,42.0,6.386879319362645,0,1900 - 1950,1000 - 10000,40.692835,-73.75811
2023-06-30,497270,Onondaga,Syracuse,13212,National Grid,National Grid,2021-08-24,8856.0,Natural Gas,,1152,1,Home Performance,Single Family,Building Shell,510.0,39.0,6.20455776256869,0,Missing,1000 - 10000,43.130365,-76.130555
2023-06-30,403130,Wyoming,Warsaw,14569,Rochester Gas & Electric,New York State Electric & Gas,2019-10-24,5495.0,Other,,1840,1,Home Performance,Single Family,Building Shell,477.0,14.0,5.958424693029782,0,Missing,1000 - 10000,42.740665,-78.1325852
2023-06-30,455855,Erie,Elma Center,14059,National Fuel Gas Distribution,New York State Electric & Gas,2020-09-10,7508.0,Natural Gas,,1412,1,Home Performance,Single Family,Building Shell,510.0,35.0,5.723585101952381,0,Missing,1000 - 10000,42.846101136,-78.69461001
2023-06-30,478227,Bronx,The Bronx,10466,Central Hudson Gas & Electric,Consolidated Edison,2021-02-16,3005.0,Natural Gas,1946,2310,1,Home Performance,Single Family,Building Shell,0.0,21.0,5.700443573390687,0,1900 - 1950,1000 - 10000,40.892595,-73.85024
2023-06-30,469783,Madison,Bouckville,13310,New York State Electric & Gas,New York State Electric & Gas,2020-12-29,3466.0,Propane,1991,800,1,Home Performance,Single Family,Building Shell,393.0,18.0,6.163314804034641,0,1950 - 2000,1000 - 10000,42.890327,-75.5818333
2023-06-30,432614,Monroe,Rochester,14605,Rochester Gas & Electric,Rochester Gas & Electric,2020-01-28,3297.0,Natural Gas,1995,1380,1,Home Performance,Single Family,Building Shell,814.0,7.0,4.90527477843843,0,1950 - 2000,1000 - 10000,43.165635,-77.59645
2023-06-30,468489,Wayne,Palmyra,14522,New York State Electric & Gas,New York State Electric & Gas,2020-08-18,5300.0,Propane,1997,1012,1,Home Performance,Mobile,Building Shell,510.0,14.0,5.998936561946683,0,1950 - 2000,1000 - 10000,43.06067,-77.22958
2023-06-30,494019,Erie,Buffalo,14215,National Fuel Gas Distribution,National Grid,2021-03-18,12610.0,Natural Gas,1941,2392,1,Home Performance,Single Family,Building Shell,510.0,91.0,6.56244409369372,0,1900 - 1950,10000 - 20000,42.93241,-78.80886
2023-06-30,478880,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2021-05-18,4752.0,Natural Gas,1941,952,1,Home Performance,Single Family,Building Shell,0.0,34.0,5.648974238161206,0,1900 - 1950,1000 - 10000,43.165865,-77.56504
2023-06-30,430610,Monroe,Rochester,14615,Rochester Gas & Electric,Rochester Gas & Electric,2019-12-03,1181.0,Natural Gas,,1550,1,Home Performance,Single Family,Building Shell,620.0,1.0,4.174387269895637,0,Missing,1000 - 10000,43.1983016,-77.6344761
2023-06-30,423244,Bronx,Bronx,10451,National Grid,Consolidated Edison,2020-03-18,2455.0,Natural Gas,2015,2438,1,Home Performance,Single Family,Building Shell,393.0,4.0,4.927253685157205,0,2000 - 2025,1000 - 10000,40.81654,-73.9272
2023-06-30,519287,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2021-09-21,4740.0,Natural Gas,,1400,1,Home Performance,Single Family,Building Shell,510.0,19.0,5.996452088619021,0,Missing,1000 - 10000,40.644345,-73.905535
2023-06-30,508365,Onondaga,Syracuse,13204,National Grid,National Grid,2021-08-03,1624.0,Natural Gas,,2232,1,Home Performance,Single Family,Building Shell,510.0,6.0,4.852030263919617,0,Missing,1000 - 10000,43.05118,-76.166155
2023-06-30,418153,Chautauqua,Gerry,14740,National Fuel Gas Distribution,National Grid,2019-12-03,7140.0,Pellets,,840,1,Home Performance,Mobile,Building Shell,510.0,49.0,6.703188113240863,0,Missing,1000 - 10000,42.1940525,-79.249503
2023-06-30,508950,Tompkins,Trumansburg,14886,New York State Electric & Gas,New York State Electric & Gas,2021-11-23,33778.0,Propane,,800,1,Home Performance,Single Family,Building Shell,-10889.0,170.0,7.957177323459475,0,Missing,30000 - 40000,42.54209,-76.663845
2023-06-30,411284,St. Lawrence,Ogdensburg,13669,Saint Lawrence Gas,National Grid,2019-09-11,1610.0,Natural Gas,1946,1380,1,Home Performance,Single Family,Building Shell,42.0,3.0,3.784189633918261,0,1900 - 1950,1000 - 10000,44.69457,-75.48625
2023-06-30,486668,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2021-03-16,7121.0,Natural Gas,1971,2850,1,Home Performance,Single Family,Building Shell,1312.0,28.0,6.3818160174060985,0,1950 - 2000,1000 - 10000,40.644345,-73.905535
2023-06-30,493082,Suffolk,Bohemia,11716,National Grid,Long Island Power Authority,2021-10-05,8731.0,Propane,1972,800,1,Home Performance,Mobile,Building Shell,732.0,17.0,6.342121418721152,0,1950 - 2000,1000 - 10000,40.7743519,-73.0915136
2023-06-30,458059,Rensselaer,Petersburg,12138,New York State Electric & Gas,New York State Electric & Gas,2020-12-08,1827.0,Oil,1883,1784,1,Home Performance,Single Family,Building Shell,0.0,21.0,5.916202062607435,0,1850-1900,1000 - 10000,42.7498627,-73.3437274
2023-06-30,505762,Fulton,Caroga Lake,12032,National Grid,National Grid,2021-12-30,8969.0,Oil,1932,3200,1,Home Performance,Single Family,Building Shell,510.0,35.0,6.660575149839686,0,1900 - 1950,1000 - 10000,43.1410663,-74.4866007
2023-06-30,413852,Ontario,Geneva,14456,New York State Electric & Gas,New York State Electric & Gas,2020-09-22,2373.0,Natural Gas,1902,1732,1,Home Performance,Single Family,Building Shell,510.0,27.0,5.733341276897746,0,1900 - 1950,1000 - 10000,42.87351,-76.983615
2023-06-30,491759,Bronx,The Bronx,10466,Consolidated Edison,Consolidated Edison,2021-03-30,8830.0,Natural Gas,1930,1009,1,Home Performance,Single Family,Building Shell,510.0,44.0,6.679599185844383,0,1900 - 1950,1000 - 10000,40.892595,-73.85024
2023-06-30,484960,Delaware,Sidney,13838,New York State Electric & Gas,New York State Electric & Gas,2021-06-29,12502.0,Other,,1856,1,Home Performance,Single Family,Building Shell,0.0,65.0,7.047517221357296,0,Missing,10000 - 20000,42.3090327,-75.3935695
2023-06-30,471528,Fulton,Gloversville,12078,National Grid,National Grid,2021-10-14,6378.0,Kerosene,1967,800,1,Home Performance,Mobile,Building Shell,443.0,18.0,6.220590170099739,0,1950 - 2000,1000 - 10000,43.0529373,-74.3424296
2023-06-30,496983,Madison,Otsekuc,13072,New York State Electric & Gas,New York State Electric & Gas,2021-10-12,6347.0,Kerosene,2013,1184,1,Home Performance,Mobile,Building Shell,0.0,23.0,6.19644412779452,0,2000 - 2025,1000 - 10000,42.7701284,-75.7347924
2023-06-30,435271,Oneida,Utica,13502,National Grid,National Grid,2020-08-04,6814.0,Natural Gas,,3010,1,Home Performance,Single Family,Building Shell,995.0,39.0,6.059123195581797,0,Missing,1000 - 10000,43.1010822,-75.2472726
2023-06-30,469632,Fulton,St Johnsville,13452,National Grid,National Grid,2021-05-18,3099.0,Oil,,1750,1,Home Performance,Single Family,Building Shell,288.0,8.0,5.170483995038151,0,Missing,1000 - 10000,43.000055163,-74.678032242
2023-06-30,504532,Onondaga,Nedrow,13120,National Grid,National Grid,2021-06-22,9090.0,Propane,2020,1568,1,Home Performance,Mobile,Building Shell,0.0,21.0,6.375024819828097,0,2000 - 2025,1000 - 10000,42.973175,-76.141135
2023-06-30,398539,Lewis,West Leyden,13489,Unknown,Municipal,2020-02-25,1569.0,Oil,1963,1580,1,Home Performance,Single Family,Building Shell,0.0,8.0,5.117993812416755,0,1950 - 2000,1000 - 10000,43.45953,-75.46508
2023-06-30,423232,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2020-09-01,2330.0,Natural Gas,,1632,1,Home Performance,Single Family,Building Shell,259.0,37.0,5.82600010738045,0,Missing,1000 - 10000,43.16463,-77.64152
2023-06-30,424232,Oneida,Rome,13440,National Grid,National Grid,2019-09-06,4313.0,Natural Gas,1921,1232,1,Home Performance,Single Family,Building Shell,301.0,29.0,5.62040086571715,0,1900 - 1950,1000 - 10000,43.21118,-75.458425
2023-06-30,425737,Ontario,Farmington,14425,Rochester Gas & Electric,Rochester Gas & Electric,2019-10-04,2679.0,Natural Gas,,1344,1,Home Performance,Single Family,Building Shell,0.0,20.0,5.14166355650266,0,Missing,1000 - 10000,42.9784959,-77.3628069
2023-06-30,508220,Oneida,Rome,13440,National Grid,National Grid,2021-10-26,11177.0,Natural Gas,1952,1320,1,Home Performance,Single Family,Building Shell,662.0,36.0,6.156978985585555,0,1950 - 2000,10000 - 20000,43.21118,-75.458425
2023-06-30,437364,Chenango,Guilford,13780,New York State Electric & Gas,New York State Electric & Gas,2020-04-02,7130.0,Propane,1828,2124,1,Home Performance,Single Family,Building Shell,510.0,45.0,7.222566018822171,0,1800 - 1850,1000 - 10000,42.405655,-75.491405
2023-06-30,486654,Chautauqua,Bemus Point,14712,National Fuel Gas Distribution,National Grid,2021-07-08,4092.0,Natural Gas,1986,1544,1,Home Performance,Mobile,Building Shell,1237.0,12.0,5.568344503761097,0,1950 - 2000,1000 - 10000,42.157385,-79.388935
2023-06-30,508113,Queens,Jamaica,11435,National Grid,Consolidated Edison,2021-08-10,10257.0,Natural Gas,1931,1752,1,Home Performance,Single Family,Building Shell,510.0,54.0,6.851184927493743,0,1900 - 1950,10000 - 20000,40.69992,-73.80949
2023-06-30,424797,Dutchess,Pawling,12564,New York State Electric & Gas,New York State Electric & Gas,2020-03-31,2881.0,Oil,2001,1449,1,Home Performance,Single Family,Building Shell,610.0,14.0,5.673323267171493,0,2000 - 2025,1000 - 10000,41.5584453,-73.5983653
2023-06-30,424596,Kings,Brooklyn,11223,National Grid,Consolidated Edison,2019-08-29,1909.0,Natural Gas,1922,1500,1,Home Performance,Single Family,Building Shell,510.0,8.0,5.424950017481403,0,1900 - 1950,1000 - 10000,40.595315,-73.971735
2023-06-30,464532,Wayne,Sodus,14551,Rochester Gas & Electric,Rochester Gas & Electric,2020-07-14,4820.0,Natural Gas,1994,800,1,Home Performance,Single Family,Building Shell,469.0,15.0,5.159055299214529,0,1950 - 2000,1000 - 10000,43.23611,-77.06489
2023-06-30,431790,Monroe,Brockport,14420,Rochester Gas & Electric,National Grid,2020-02-07,5472.0,Natural Gas,1971,1230,1,Home Performance,Single Family,Building Shell,585.0,34.0,5.855071922202427,0,1950 - 2000,1000 - 10000,43.214665,-77.940015
2023-06-30,499386,Madison,Chittenango,13037,National Grid,National Grid,2021-12-23,8918.0,Natural Gas,,2112,1,Home Performance,Single Family,Building Shell,510.0,25.0,5.805134968916488,0,Missing,1000 - 10000,43.04946,-75.868665
2023-06-30,480287,Broome,Chenango Forks,13746,New York State Electric & Gas,New York State Electric & Gas,2021-02-23,7825.0,Propane,,1246,1,Home Performance,Mobile,Building Shell,410.0,24.0,5.958424693029782,0,Missing,1000 - 10000,42.239925,-75.845965
2023-06-30,451504,Rockland,New City,10956,Orange & Rockland,Orange & Rockland,2020-10-08,5434.0,Natural Gas,1959,1800,1,Home Performance,Single Family,Building Shell,0.0,27.0,5.730099782973574,0,1950 - 2000,1000 - 10000,41.142165,-73.989275
2023-06-30,469746,Onondaga,East Syracuse,13057,National Grid,National Grid,2021-03-18,11192.0,Natural Gas,,848,1,Home Performance,Single Family,Building Shell,877.0,49.0,6.20050917404269,0,Missing,10000 - 20000,43.070035,-76.07701
2023-06-30,494689,Onondaga,Syracuse,13205,National Grid,National Grid,2021-04-06,8742.0,Natural Gas,1960,1656,1,Home Performance,Single Family,Building Shell,510.0,36.0,5.869296913133774,0,1950 - 2000,1000 - 10000,43.0257179,-76.1480025
2023-06-30,478260,Wayne,Red Creek,13143,Rochester Gas & Electric,Rochester Gas & Electric,2021-07-20,5495.0,Oil,1871,2358,1,Home Performance,Single Family,Building Shell,1869.0,40.0,6.654152520183219,0,1850-1900,1000 - 10000,43.2455012,-76.725241
2023-06-30,492442,Erie,Buffalo,14219,National Fuel Gas Distribution,National Grid,2021-05-20,2339.0,Natural Gas,1974,800,1,Home Performance,Mobile,Building Shell,0.0,12.0,4.477336814478207,0,1950 - 2000,1000 - 10000,42.79349,-78.825405
2023-06-30,483225,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2021-08-31,4490.0,Natural Gas,1921,1252,1,Home Performance,Single Family,Building Shell,510.0,32.0,5.768320995793772,0,1900 - 1950,1000 - 10000,43.181935,-77.60976
2023-06-30,436822,Bronx,The Bronx,10456,Consolidated Edison,Consolidated Edison,2020-03-25,7900.0,Oil,1909,2580,1,Home Performance,Single Family,Building Shell,1212.0,45.0,6.9782137426306985,0,1900 - 1950,1000 - 10000,40.831875,-73.909855
2023-06-30,462401,Erie,Tonawanda,14150,National Fuel Gas Distribution,National Grid,2021-04-22,4634.0,Natural Gas,1921,2154,1,Home Performance,Single Family,Building Shell,585.0,33.0,5.723585101952381,0,1900 - 1950,1000 - 10000,43.013815,-78.8776
2023-06-30,386596,Tioga,Owego,13827,New York State Electric & Gas,New York State Electric & Gas,2020-05-19,6046.0,Natural Gas,,1924,1,Home Performance,Single Family,Building Shell,579.0,25.0,5.71042701737487,0,Missing,1000 - 10000,42.105545,-76.26612
2023-06-30,435655,Oneida,Camden,13316,National Grid,National Grid,2020-01-20,7831.0,Oil,,990,1,Home Performance,Single Family,Building Shell,368.0,28.0,6.269096283706261,0,Missing,1000 - 10000,43.3367062,-75.7482485
